Producer,Year,Ratings Average,WineType,January Max Temp (°C),January Min Temp (°C),January Avg Temp (°C),January Max Relative Humidity,January Min Relative Humidity,January Avg Relative Humidity,January Cumulative Rain (mm),January Cumulative Snow (mm),January Avg Cloud Cover (%),January Max Wind Speed (Km/h),January Min Wind Speed (Km/h),January Avg Wind Speed (Km/h),January Avg Daylight Hours,February Max Temp (°C),February Min Temp (°C),February Avg Temp (°C),February Max Relative Humidity,February Min Relative Humidity,February Avg Relative Humidity,February Cumulative Rain (mm),February Cumulative Snow (mm),February Avg Cloud Cover (%),February Max Wind Speed (Km/h),February Min Wind Speed (Km/h),February Avg Wind Speed (Km/h),February Avg Daylight Hours,March Max Temp (°C),March Min Temp (°C),March Avg Temp (°C),March Max Relative Humidity,March Min Relative Humidity,March Avg Relative Humidity,March Cumulative Rain (mm),March Cumulative Snow (mm),March Avg Cloud Cover (%),March Max Wind Speed (Km/h),March Min Wind Speed (Km/h),March Avg Wind Speed (Km/h),March Avg Daylight Hours,April Max Temp (°C),April Min Temp (°C),April Avg Temp (°C),April Max Relative Humidity,April Min Relative Humidity,April Avg Relative Humidity,April Cumulative Rain (mm),April Cumulative Snow (mm),April Avg Cloud Cover (%),April Max Wind Speed (Km/h),April Min Wind Speed (Km/h),April Avg Wind Speed (Km/h),April Avg Daylight Hours,May Max Temp (°C),May Min Temp (°C),May Avg Temp (°C),May Max Relative Humidity,May Min Relative Humidity,May Avg Relative Humidity,May Cumulative Rain (mm),May Cumulative Snow (mm),May Avg Cloud Cover (%),May Max Wind Speed (Km/h),May Min Wind Speed (Km/h),May Avg Wind Speed (Km/h),May Avg Daylight Hours,June Max Temp (°C),June Min Temp (°C),June Avg Temp (°C),June Max Relative Humidity,June Min Relative Humidity,June Avg Relative Humidity,June Cumulative Rain (mm),June Cumulative Snow (mm),June Avg Cloud Cover (%),June Max Wind Speed (Km/h),June Min Wind Speed (Km/h),June Avg Wind Speed (Km/h),June Avg Daylight Hours,July Max Temp (°C),July Min Temp (°C),July Avg Temp (°C),July Max Relative Humidity,July Min Relative Humidity,July Avg Relative Humidity,July Cumulative Rain (mm),July Cumulative Snow (mm),July Avg Cloud Cover (%),July Max Wind Speed (Km/h),July Min Wind Speed (Km/h),July Avg Wind Speed (Km/h),July Avg Daylight Hours,August Max Temp (°C),August Min Temp (°C),August Avg Temp (°C),August Max Relative Humidity,August Min Relative Humidity,August Avg Relative Humidity,August Cumulative Rain (mm),August Cumulative Snow (mm),August Avg Cloud Cover (%),August Max Wind Speed (Km/h),August Min Wind Speed (Km/h),August Avg Wind Speed (Km/h),August Avg Daylight Hours,September Max Temp (°C),September Min Temp (°C),September Avg Temp (°C),September Max Relative Humidity,September Min Relative Humidity,September Avg Relative Humidity,September Cumulative Rain (mm),September Cumulative Snow (mm),September Avg Cloud Cover (%),September Max Wind Speed (Km/h),September Min Wind Speed (Km/h),September Avg Wind Speed (Km/h),September Avg Daylight Hours,October Max Temp (°C),October Min Temp (°C),October Avg Temp (°C),October Max Relative Humidity,October Min Relative Humidity,October Avg Relative Humidity,October Cumulative Rain (mm),October Cumulative Snow (mm),October Avg Cloud Cover (%),October Max Wind Speed (Km/h),October Min Wind Speed (Km/h),October Avg Wind Speed (Km/h),October Avg Daylight Hours,November Max Temp (°C),November Min Temp (°C),November Avg Temp (°C),November Max Relative Humidity,November Min Relative Humidity,November Avg Relative Humidity,November Cumulative Rain (mm),November Cumulative Snow (mm),November Avg Cloud Cover (%),November Max Wind Speed (Km/h),November Min Wind Speed (Km/h),November Avg Wind Speed (Km/h),November Avg Daylight Hours,December Max Temp (°C),December Min Temp (°C),December Avg Temp (°C),December Max Relative Humidity,December Min Relative Humidity,December Avg Relative Humidity,December Cumulative Rain (mm),December Cumulative Snow (mm),December Avg Cloud Cover (%),December Max Wind Speed (Km/h),December Min Wind Speed (Km/h),December Avg Wind Speed (Km/h),December Avg Daylight Hours,Type
La Jota,2016,4.5,Cabernet Sauvignon,16.0055,-2.1945,7.024586174193549,100.0,26.428854,95.8683371935484,238.0999991,0.0,74.45188183870968,20.26899,0.0,7.200271238709678,9.816866467741935,24.6555,0.25550002,10.76404918275862,99.640656,29.426498,88.57523186206896,37.30000015,0.0,33.38419597241379,23.177402,0.35999998,6.313220379310345,10.768849103448277,22.7055,2.8555,10.54911566451613,100.0,23.53836,92.38132548387097,219.60000019999998,0.0,50.8952958516129,25.189713,0.35999998,7.991461970967742,11.987491483870967,28.5055,4.4055,13.675222466666666,100.0,18.317024,85.44499640000001,36.7000004,0.0,31.982361683333334,19.995398,0.35999998,8.075175,13.238004083333333,33.705498,6.7555,16.501804032258065,100.0,18.722345,86.63574432258065,29.199999,0.0,32.89623689741936,20.291357,0.35999998,6.671021606451612,14.290560677419355,37.4055,8.1555,21.6764722,97.044266,9.92355,74.34436276666666,5.0,0.0,13.181111256533333,18.079027,0.0,7.487395583333334,14.813962049999999,38.205498,11.8555,23.38614548387097,86.2359,10.318593,75.90875554838709,0.0,0.0,1.9233871072903226,17.373497,0.0,6.584831848387097,14.538183435483871,35.1055,12.255501,22.075594161290322,93.66299,12.307278,82.78232564516128,0.0,0.0,3.6237903158064513,12.979984,0.35999998,5.476146758064516,13.610049806451613,34.955498,9.5555,20.819805966666667,94.81684,7.115753,77.67322656666667,0.0,0.0,4.625416732933333,19.721298,0.35999998,6.1881367166666665,12.412376183333333,29.2055,8.1555,14.320083741935484,100.0,13.363518,89.49622735483871,155.19999805,0.0,42.84543037096774,22.26477,0.0,6.828457761290323,11.168021,22.7555,2.5555,10.89098626,100.0,34.866913,94.26385663333333,88.8,0.0,39.09902823666666,14.386494,0.71999997,5.712721076666667,10.079119516666667,17.105501,-2.1945,6.2198145903225805,100.0,30.704807,91.19263490322581,134.7,0.07,39.12137158774194,19.35314,0.35999998,6.377893551612903,9.523533435483872,
La Jota,2018,4.5,Cabernet Sauvignon,19.824999,-1.375,7.934341329032258,100.0,30.511559,94.14381222580646,142.9000011,0.0,54.27513493548388,18.214718,0.5091169,5.683820558064516,9.828201548387096,23.975,-3.6750002,8.683630710714286,100.0,14.256955,77.36850585714285,5.49999999,0.28,14.06413708,20.26899,0.0,7.540836832142857,10.769023285714285,26.175,-4.175,7.996438054838709,100.0,23.02241,91.12201816129033,182.800001,4.47999992,51.23535102258065,24.72495,0.0,7.430216212903225,11.966819580645161,26.425,-0.32500005,11.14708302,100.0,19.678316,93.29628326666666,71.1999977,0.07,38.50166704733333,21.67786,0.35999998,6.984166533333333,13.2191433,31.525,4.925,14.632123419354839,100.0,12.948397,92.70151470967741,10.799999999999999,0.0,24.928226036774195,18.692286,0.0,7.761800783870968,14.276738032258063,37.975002,6.425,19.8447915,99.66486,4.3607564,82.20130216666666,0.0,0.0,7.005416654,18.486622,0.0,7.36484614,14.811629916666668,36.325,7.975,22.261155741935482,100.0,6.3740025,81.11577799999999,0.7,0.0,11.208871027741937,16.75064,0.35999998,7.499881490322581,14.548921467741936,35.225002,9.575,20.76599438709677,100.0,9.931911,82.66568554838709,0.0,0.0,11.164247464064518,17.651016,0.0,6.3732073935483875,13.627022951612902,34.225002,5.675,18.358471899999998,100.0,5.949211,81.5309175,1.30000004,0.0,12.311110814,15.84409,0.0,6.238430566666667,12.432757883333332,28.025,5.475,15.478158193548387,100.0,7.410263,80.51416983870968,15.700000000000001,0.0,18.21599497535484,22.771244,0.0,6.6355414161290325,11.186635693548387,28.625,0.5749999,11.766249716666668,100.0,6.732993,70.20880543333332,129.2999997,0.0,28.015694954666667,24.766848,0.0,6.249647073333334,10.094193200000001,15.525,-0.47500002,6.824865461290323,100.0,25.858904,92.28000470967743,89.40000135,0.0,45.04086046451613,21.175835,0.0,6.314132229032258,9.525572919354838,best_user_rated
La Jota,2019,4.4,Cabernet Sauvignon,19.824999,-0.925,7.557123583870968,100.0,23.011496,91.08043238709676,259.9000004,0.0,55.699463203225804,21.892027,0.0,7.052793812903225,9.822691032258065,15.725,-2.825,4.362723103571429,100.0,25.578161,94.68086803571428,437.199999,2.0300000000000002,60.990626000000006,21.710716,0.5091169,8.875268557142856,10.759944625000001,21.125,-0.725,7.8691530806451615,100.0,22.528189,94.49121825806452,168.6000005,0.21000001,51.82889862567742,19.296135,0.0,6.891343038709677,11.956711370967742,30.074999,2.875,13.153263633333333,100.0,15.121871,92.4262641,37.20000025,0.0,39.492917453333334,17.595861,0.35999998,7.00313079,13.210003916666667,27.275,2.975,12.703360048387097,100.0,12.647816,96.00029219354839,90.80000004,0.0,41.92580680967742,20.523157,0.35999998,7.788331316129033,14.269970951612903,36.175003,5.925,20.120833133333335,99.66632,7.313821,79.27823790000001,0.0,0.0,11.607500136666665,20.61766,0.5091169,7.4488951299999995,14.810744283333333,36.075,9.575,21.876209161290323,100.0,10.994334,81.62798938709678,0.0,0.0,6.56653218883871,16.700275,0.35999998,6.749936090322581,14.553774629032258,37.375,10.974999,22.024260612903227,99.34757,16.731794,83.35704467741935,0.0,0.0,6.500806519935484,16.1198,0.0,6.852093212903226,13.636051854838708,36.175003,4.125,19.2604165,100.0,10.361366,80.37426350000001,4.3000001,0.0,11.80194458,18.775301,0.35999998,7.507109226666667,12.4424869,29.775,3.5750003,14.884677096774192,100.0,5.325494,65.02082848387097,0.6,0.0,5.407526847096774,28.04305,0.35999998,7.359510458064515,11.1967285,26.824999,-1.725,11.277360859999998,100.0,13.344166,84.08371726666665,27.70000004,0.0,19.051250364666664,20.969805,0.35999998,5.64257219,10.101127883333334,16.725,-1.475,6.949059061290322,100.0,32.550865,96.40686516129031,215.8000012,0.07,60.56693578387097,23.749088,0.35999998,6.997270335483871,9.52680720967742,most_user_rated
Outpost,2006,4.6,Cabernet Sauvignon,17.6555,0.25550002,7.184129103225807,100.0,26.783283,94.35085306451613,109.10000154,0.0,52.597715460645155,17.0763,0.71999997,6.6471446322580645,9.82572220967742,21.2055,-2.3445,8.371571578571428,100.0,26.261534,90.41874553571428,117.3000001,0.14,29.71503039785714,20.364674,0.35999998,6.1633819107142855,10.765115125,15.7055,-3.2945,5.813967809677419,100.0,26.761404,96.80931161290322,250.7000011,6.09,71.22903261612903,21.434364,0.5091169,7.811312696774194,11.963400499999999,28.4055,0.95549995,10.424111456666667,100.0,22.33188,95.95506513333333,190.40000035,0.07,59.341528255,20.188908,0.0,6.395492586666666,13.215633200000001,32.8055,5.5555,17.35160241935484,99.343895,15.359351,83.81922212903225,23.2000003,0.0,20.89099472116129,20.380579,0.35999998,7.182754129032258,14.274994677419354,38.455498,10.005501,22.193694266666668,95.734116,5.996539,76.36893496666667,1.7000000000000002,0.0,14.591111449533335,16.808569,0.0,7.139022890000001,14.8118396,41.8555,12.9055,25.710204032258066,88.00999,7.0922103,73.48855822580646,0.4,0.0,2.855241959032258,15.546833,0.5091169,6.431372725806452,14.551443870967741,35.1555,12.1055,21.916723677419355,89.17311,9.400054,81.30591961290322,0.0,0.0,2.0096774405161293,15.137133,0.0,5.758075348387097,13.630866935483871,35.955498,9.455501,20.897514333333334,94.76676,9.041516,74.8146221,0.0,0.0,3.6029167363333334,20.268991,0.35999998,6.06638105,12.4363611,29.105501,6.2555,15.050661612903227,100.0,6.450226,80.34472658064517,8.00000004,0.0,17.217876238967744,17.555307,0.35999998,5.37748426451613,11.189968403225807,24.9555,0.10549998,10.166472373333333,100.0,23.862965,94.6762007,69.3000011,0.0,46.55402782333333,18.733839,0.35999998,5.960482903333333,10.09605425,17.855501,-2.3445,6.897771693548386,100.0,21.088299,89.2066076451613,137.10000029000003,0.0,42.473925790322575,25.0064,0.35999998,6.391200087096774,9.525557483870967,most_user_rated
Outpost,2007,4.6,Cabernet Sauvignon,18.6555,-3.4445,5.908524269354839,100.0,19.956762,84.8841208064516,10.20000015,0.0,14.676075616129033,17.917007,0.0,6.3194098806451615,9.819946129032258,21.8055,-1.7444999,7.532955492857143,100.0,27.192253,93.76347507142857,169.5,1.0500000100000002,57.06785671428572,18.947083,0.0,7.494393821428572,10.756333571428572,25.6555,0.1555,12.165782564516128,99.66587,17.344135,86.8894691935484,12.70000004,0.0,27.445027341935482,20.929594,0.35999998,6.666699483870968,11.952998838709677,28.0555,2.1055,12.633833793333334,100.0,17.26153,85.81161673333332,47.1000001,0.07,30.203889049999997,23.400002,0.8049845,8.445947556666667,13.206567849999999,29.855501,4.2555,17.02754322580645,98.96878,7.2322764,80.77402116129032,11.600000000000001,0.0,15.01075273483871,19.486609,0.35999998,7.877288522580645,14.267825290322582,35.9055,7.1555,20.495569666666665,92.018745,8.40459,75.2982309,0.1,0.0,10.1249999872,22.805367,0.35999998,8.194317553333333,14.810773516666666,39.4055,11.8055,22.49367206451613,98.72213,11.501732,81.36498303225807,6.699999999999999,0.0,6.73548381483871,15.941944,0.35999998,7.228909903225806,14.556449241935484,36.205498,11.755501,22.317731193548386,93.762505,9.850534,80.09595967741934,0.0,0.0,3.007661336387097,15.484185,0.0,6.65733025483871,13.639508322580644,35.6555,8.505501,18.486680999999997,99.66849,11.155726,83.63292413333333,8.10000004,0.0,11.155833185,17.388409,0.35999998,6.526036863333333,12.4463328,26.7055,5.3055,13.533726129032257,100.0,14.891253,88.1065361935484,58.6000011,0.0,28.35564504051613,18.861387,0.35999998,6.2689867161290325,11.199688822580645,24.7055,1.6055,11.834389076666668,100.0,13.102265,85.95833483333334,7.0,0.0,24.244305660000002,12.313894,0.35999998,4.9301101166666665,10.103374833333334,18.105501,-1.2945,6.081440958064516,100.0,23.130226,88.97267864516128,98.899999,1.47,46.81048418064516,18.0,0.5091169,6.7929191,9.526649129032258,
Outpost,2009,4.5,Cabernet Sauvignon,22.8055,-1.8945,8.581105125806452,100.0,18.476547,82.1130414516129,14.600000000000001,0.0,24.237500096774195,15.629971,0.0,6.001565938709677,9.83270443548387,19.5055,-1.0445,7.1736548678571435,100.0,19.276335,93.3407384642857,212.4000001,2.30999997,59.549404939642855,20.188908,0.8049845,7.687682342857143,10.77548517857143,23.855501,-0.8945,9.370016322580645,100.0,17.699236,89.34589287096775,103.6999994,0.0,34.64448994225807,23.688984,0.5091169,8.02055578064516,11.97516206451613,31.9055,1.4554999,12.084319743333333,99.655754,14.334738,83.67864589999999,14.8000004,0.0,19.18902790666667,24.344624,0.5091169,8.58549244,13.2263719,34.5555,7.3554997,17.48050029032258,100.0,15.973964,85.31479325806451,54.4,0.0,22.947849610967744,17.727943,0.35999998,7.210948151612904,14.282739806451612,38.755497,8.005501,19.161333533333334,97.68623,9.9500265,84.64374506666667,6.2,0.0,18.564861265333334,19.721298,0.35999998,7.295600086666667,14.81308615,38.705498,10.705501,23.224787806451612,87.821205,8.5938635,76.00459132258065,0.0,0.0,2.408467773096774,15.745627,0.0,6.237483729032258,14.545135612903225,36.4055,10.705501,22.40986841935484,93.904434,9.690251,80.04607429032258,0.1,0.0,4.494086030193548,18.289274,0.0,6.406518283870968,13.620930258064515,37.705498,8.6555,21.973069833333334,99.6777,7.8387322,76.4493953,7.2,0.0,9.853055840333333,19.022177,0.35999998,6.7800718600000005,12.424614700000001,26.4055,5.7555,14.64279870967742,100.0,11.419834,85.45730535483871,87.800001,0.0,22.883064942064514,21.924562,0.35999998,6.719315812903226,11.179250016129034,25.4555,1.5055001,10.381194613333333,100.0,15.467767,86.5727887,25.0000001,0.0,23.766805528000003,20.00512,0.35999998,6.153530193333333,10.087644233333332,17.4555,-2.8945,6.06054046,100.0,17.967857,92.39138732258064,78.2000005,0.0,49.939247383741936,17.429354,0.0,5.421384567741936,9.52449814516129,
Outpost,2011,4.5,Cabernet Sauvignon,21.105501,-2.3445,7.48849739032258,100.0,24.56425,90.83383803225806,29.5000003,2.17,30.56290361935484,13.891522,0.35999998,5.5626113967741935,9.820981516129033,22.355501,-2.9945002,6.762345257142857,100.0,19.848167,87.17699435714285,104.6000001,6.7200000200000005,34.259077422857146,23.675303,0.35999998,7.457207507142857,10.75780725,26.8055,-0.044499993,7.762489351612904,100.0,30.2254,97.60580025806452,267.0000005,1.5399999100000001,66.70712355806452,29.16889,0.0,8.1926783,11.954274,26.3055,-0.2945,10.790083556666668,99.65727,13.047891,86.48905046666667,11.3000003,0.07,36.81388878,20.140705,0.35999998,8.198317216666668,13.207951233333334,29.9555,3.5054998,13.028148151612903,99.6574,11.30638,84.98949370967742,52.00000044,0.0,31.279300887096774,19.694992,0.5091169,8.633108858064517,14.268489161290324,35.255497,5.0055,18.218486166666665,100.0,12.352534,86.39379526666667,52.0,0.0,25.962916738,19.242327,0.35999998,7.023720196666667,14.81057605,35.5555,11.205501,21.909935870967743,96.455894,18.572,84.40115687096775,0.0,0.0,4.415322447741936,16.343367,0.35999998,6.516864032258065,14.555295612903226,33.455498,12.1055,22.34904870967742,94.23891,15.341129,84.45899738709677,0.0,0.0,1.9629032692903225,13.722565,0.35999998,5.591541870967742,13.637939387096774,37.705498,11.4055,22.363625433333333,95.89462,8.279296,79.8517167,3.6,0.0,6.301250032333333,15.646544,0.35999998,5.438929093333333,12.444866833333332,28.4555,7.3554997,16.240917032258064,100.0,12.029816,87.4830323548387,46.500000299999996,0.0,24.295564396064517,17.727943,0.0,5.099054361290322,11.198478193548388,23.0555,1.3055,9.14077779,100.0,9.907376,90.23023020000001,50.8,0.35000002,38.37236161,20.674156,0.0,6.7623320966666665,10.102707783333333,20.3055,-0.1945,7.293336151612903,100.0,14.317611,78.71829725806451,2.4,0.0,19.065322563870968,18.709612,0.35999998,6.030317996774193,9.526946758064517,
Outpost,2012,4.7,Cabernet Sauvignon,19.355501,-2.3445,7.826736819354839,100.0,18.287157,85.48772848387097,114.3,0.0,32.62446258709677,21.629978,0.35999998,5.981034538709677,9.815883709677419,22.2055,0.1555,8.347454127586207,100.0,14.800283,88.49127793103449,45.5,0.14,38.0672418275862,20.140705,0.5091169,7.267739972413794,10.767838344827586,21.3055,-0.1945,7.854290380645161,100.0,17.66316,93.01220206451613,204.8000005,0.7,59.320968151806454,23.977188,0.0,7.990528396774193,11.986143612903225,28.4055,-0.7945,11.58397253,100.0,26.12791,91.74609846666667,59.8000001,0.0,36.31513895666667,21.518847,0.35999998,7.729967283333334,13.237145016666666,33.005497,5.8554997,16.560876677419355,98.33331,13.746501,80.68432506451613,5.3000001999999995,0.0,11.90268812767742,21.413193,0.35999998,7.984292390322581,14.289901048387097,38.8055,6.1555,19.4816112,99.33926,7.7245975,75.78684833333334,6.6,0.0,9.913610971666666,20.721119,0.35999998,8.672399103333333,14.814131433333333,36.955498,11.1555,22.07277193548387,94.60476,12.112153,82.49224712903226,0.0,0.0,5.240457072903227,14.408997,0.35999998,6.235410061290322,14.538939806451612,37.6055,11.1555,23.378215322580647,92.74088,10.8722105,79.77098180645162,0.0,0.0,3.893145143032258,13.207634,0.35999998,5.942053077419355,13.610900322580644,33.6055,11.505501,21.064805733333333,91.74271,10.69038,82.87188139999999,0.0,0.0,4.068333306266667,11.966954,0.0,4.911421806666667,12.4133958,35.8055,5.2555,16.137018935483873,100.0,4.6475663,86.97307216129033,33.6,0.0,24.873118290322584,18.289274,0.0,6.040501732258065,11.168806064516128,25.5055,2.0555,10.864597573333333,100.0,29.686228,94.54170436666666,232.2,0.0,42.732638934,24.448214,0.35999998,6.73636151,10.079696,18.9055,-1.8945,6.510137196774194,100.0,34.216576,95.39449770967742,252.6000016,0.07,52.88629057741936,26.111792,0.35999998,6.922942358064516,9.523415177419354,
Outpost,2013,4.8,Cabernet Sauvignon,17.4055,-2.4945002,5.438295712903225,99.656044,31.163286,89.91829412903226,21.3000001,0.35,25.167473177419353,16.516901,0.0,5.929401351612904,9.833710758064516,19.8055,-0.9445,8.058922753571428,99.65215,17.730059,87.26183367857142,6.3999999,0.28,16.348363326428572,16.595179,0.35999998,6.131805521428572,10.7768705,23.4055,0.1555,11.087287722580644,100.0,18.569405,89.55196003225807,56.4,0.0,37.5267483,21.892027,0.35999998,6.059610780645161,11.97625998387097,30.855501,3.9555001,14.789736333333334,99.662155,4.997502,79.04176396666666,18.9999998,0.0,21.568889161333335,22.9724,0.71999997,7.833520186666666,13.227234333333334,33.005497,6.1054997,17.48265070967742,97.38311,4.993915,73.04821248387097,9.2,0.0,21.292473296774194,21.566973,0.71999997,8.80060364516129,14.283122258064516,40.455498,8.955501,20.939111266666664,99.67365,8.753661,74.96181756666667,20.60000005,0.0,17.049722443666667,20.724247,0.35999998,7.681275176666667,14.812662766666667,39.505497,11.3555,23.539438483870967,92.45594,13.031559,80.56154196774193,0.1,0.0,4.4133065117419354,16.981165,0.35999998,5.801758583870968,14.544215193548387,36.6555,11.1055,21.383860774193547,98.69363,16.350008,84.05331948387096,1.7,0.0,6.409274257612903,15.629972,0.35999998,6.364104467741935,13.619601080645161,35.6555,8.8055,19.2075836,99.67894,10.038022,82.97119386666667,21.200001,0.0,12.724860901666666,19.917469,0.35999998,7.365683183333333,12.423551733333333,27.1555,6.4055,15.565849806451613,97.95348,9.755708,76.00213406451613,0.0,0.0,7.029838912709677,21.479664,0.0,6.153544364516129,11.178253822580645,24.0555,3.1555,11.9428614,100.0,11.310883,76.45577296666667,31.9,0.0,21.243889453333335,25.72174,0.35999998,6.573080043333333,10.087259366666666,19.6555,-2.8945,6.832381767741936,100.0,14.562653,78.24631941935483,8.100000000000001,0.6300000299999999,11.855242407741935,17.782688,0.0,5.654522035483871,9.524812645161289,
Outpost,2014,4.8,Cabernet Sauvignon,23.0055,2.0054998,10.055029580645162,99.67237,8.36451,74.22886112903227,4.80000005,0.0,21.66115612387097,17.610588,0.35999998,5.921951790322582,9.827551451612903,19.7055,-1.0945001,8.853640210714286,100.0,24.38227,95.90834428571429,232.699998,0.42,53.21175671071428,17.902534,0.71999997,6.2935753214285715,10.767940589285715,23.105501,3.5054998,11.417933151612903,100.0,19.356106,90.57412661290321,107.7000012,0.0,44.425270012903226,18.671474,0.35999998,7.090792670967742,11.965786951612904,28.7055,2.6555,13.417305809999998,100.0,15.045535,89.18265413333333,29.0999996,0.0,31.636944692666667,19.770523,0.35999998,6.7875858000000004,13.218048816666668,33.505497,6.1555,17.63184458064516,96.40079,9.417647,75.77904496774192,2.0,0.0,18.493280029032256,19.523155,0.0,8.955731532258065,14.276035774193549,38.3055,11.0555,21.83029206666667,93.24385,7.574603,72.56948073333334,0.0,0.0,6.976111180933333,18.289274,0.35999998,7.673995726666666,14.811451866666665,37.4055,12.8555,23.24380670967742,94.58628,8.651454,79.03119867741935,0.5,0.0,12.624194061290323,14.408997,0.35999998,6.090823770967742,14.549435596774194,36.8055,12.6055,22.09736870967742,96.15256,10.10327,83.52742429032257,0.2,0.0,10.615188345677419,16.954432,0.35999998,5.575515380645161,13.627896016129032,34.3055,10.505501,20.406194666666668,99.36443,11.211102,86.37491896666667,8.2000002,0.0,13.151388724533332,14.345898,0.71999997,5.690056576666667,12.4337012,33.3055,7.2555,17.605164451612904,99.67365,4.6852603,82.84523238709679,36.1000001,0.0,27.556182983354837,19.191748,0.0,5.926635680645161,11.18756114516129,24.7555,3.6555,11.738208733333332,100.0,18.708479,91.31076256666667,68.7,0.0,38.06319469333334,18.359999,0.0,5.043225090000001,10.094980816666666,18.8055,0.4555,8.869209861290322,100.0,21.91585,94.89747122580646,290.4,0.0,68.29287654806453,29.215502,0.35999998,7.189377948387096,9.525852693548389,top_ranked
Outpost,2015,4.8,Cabernet Sauvignon,22.3055,-0.8445,9.30133354516129,99.67005,23.960773,90.07542354838709,1.0,0.0,29.270027527096772,11.384198,0.0,4.753899445161291,9.821968387096774,22.5555,2.1055,11.530128071428573,100.0,21.939692,90.62327007142858,136.6,0.0,31.84628004642857,29.354902,0.35999998,6.905014735714286,10.758836017857144,26.0055,2.3055,13.28809435483871,99.3356,15.582709,90.25254470967742,11.7,0.0,27.972313110967743,17.429354,0.8049845,5.8994262580645165,11.95534785483871,29.105501,2.7055,13.446264146666666,99.32611,12.741086,83.65183706666667,34.7,0.0,18.448194904,19.164719,0.0,7.6518168399999995,13.2086787,29.105501,6.4055,15.497435806451612,97.01533,12.821195,88.04529077419356,4.9,0.0,20.747849970967742,16.92383,0.0,6.517852903225807,14.268905838709676,37.1055,10.005501,22.0077222,98.091545,11.1496,81.70824883333333,10.6,0.0,12.7547227256,17.447933,0.0,6.391454043333334,14.81038655,37.1555,11.8055,22.270352161290322,98.050644,8.466847,80.81882132258065,6.7999999,0.0,14.24099486632258,15.546833,0.35999998,6.372025187096774,14.554373774193548,37.3055,11.755501,22.02149535483871,95.79134,7.3353634,84.79247858064517,0.3,0.0,9.843951814516128,15.941944,0.35999998,6.355058429032258,13.63696498387097,36.955498,9.705501,21.214249833333334,99.022606,6.7243505,75.68077629999999,6.9000003,0.0,14.279167154,19.8,0.35999998,6.08000135,12.443580933333333,32.705498,9.6055,18.53540583870968,98.699196,12.951522,83.83498322580645,10.1000001,0.0,16.187769327741936,16.981165,0.35999998,5.6588028645161295,11.197629758064517,21.5055,-1.3445001,9.238069620000001,99.66243,23.535128,86.51257403333332,41.0000002,0.0,20.34125046666667,22.565422,0.35999998,6.396750646666666,10.10198285,15.0555,-2.6945,6.209397983870968,100.0,28.615213,94.32672612903225,160.50000114,0.35,55.81653196451613,23.4,0.8049845,7.188105493548387,9.527111677419354,
Outpost,2016,4.8,Cabernet Sauvignon,16.0055,-2.1945,7.024586174193549,100.0,26.428854,95.8683371935484,238.0999991,0.0,74.45188183870968,20.26899,0.0,7.200271238709678,9.816866467741935,24.6555,0.25550002,10.76404918275862,99.640656,29.426498,88.57523186206896,37.30000015,0.0,33.38419597241379,23.177402,0.35999998,6.313220379310345,10.768849103448277,22.7055,2.8555,10.54911566451613,100.0,23.53836,92.38132548387097,219.60000019999998,0.0,50.8952958516129,25.189713,0.35999998,7.991461970967742,11.987491483870967,28.5055,4.4055,13.675222466666666,100.0,18.317024,85.44499640000001,36.7000004,0.0,31.982361683333334,19.995398,0.35999998,8.075175,13.238004083333333,33.705498,6.7555,16.501804032258065,100.0,18.722345,86.63574432258065,29.199999,0.0,32.89623689741936,20.291357,0.35999998,6.671021606451612,14.290560677419355,37.4055,8.1555,21.6764722,97.044266,9.92355,74.34436276666666,5.0,0.0,13.181111256533333,18.079027,0.0,7.487395583333334,14.813962049999999,38.205498,11.8555,23.38614548387097,86.2359,10.318593,75.90875554838709,0.0,0.0,1.9233871072903226,17.373497,0.0,6.584831848387097,14.538183435483871,35.1055,12.255501,22.075594161290322,93.66299,12.307278,82.78232564516128,0.0,0.0,3.6237903158064513,12.979984,0.35999998,5.476146758064516,13.610049806451613,34.955498,9.5555,20.819805966666667,94.81684,7.115753,77.67322656666667,0.0,0.0,4.625416732933333,19.721298,0.35999998,6.1881367166666665,12.412376183333333,29.2055,8.1555,14.320083741935484,100.0,13.363518,89.49622735483871,155.19999805,0.0,42.84543037096774,22.26477,0.0,6.828457761290323,11.168021,22.7555,2.5555,10.89098626,100.0,34.866913,94.26385663333333,88.8,0.0,39.09902823666666,14.386494,0.71999997,5.712721076666667,10.079119516666667,17.105501,-2.1945,6.2198145903225805,100.0,30.704807,91.19263490322581,134.7,0.07,39.12137158774194,19.35314,0.35999998,6.377893551612903,9.523533435483872,best_user_rated
