ID,Producer_v,Year_v,Ratings Average,Reviews Count,Type,WineType,Producer/Year
1226791,Pinino,2008,3.8,248,most_user_rated,brunello di montalcino,Pinino 2008
1504787,Pinino,2007,3.9,68,,brunello di montalcino,Pinino 2007
1296863,Pinino,2006,4.1,47,,brunello di montalcino,Pinino 2006
1442125,Pinino,2005,3.9,25,,brunello di montalcino,Pinino 2005
1208071,Pinino,2004,3.9,21,oldest_available,brunello di montalcino,Pinino 2004
159891282,Podere Brizio,2019,4.3,14,,brunello di montalcino,Podere Brizio 2019
156522067,Podere Brizio,2018,4.3,39,,brunello di montalcino,Podere Brizio 2018
150419606,Podere Brizio,2017,4.3,58,,brunello di montalcino,Podere Brizio 2017
143057246,Podere Brizio,2016,4.3,177,most_user_rated,brunello di montalcino,Podere Brizio 2016
81777472,Podere Brizio,2015,4.3,130,,brunello di montalcino,Podere Brizio 2015
8447101,Podere Brizio,2014,3.5,10,,brunello di montalcino,Podere Brizio 2014
20970895,Podere Brizio,2013,4.2,434,critic_favorite,brunello di montalcino,Podere Brizio 2013
8516675,Podere Brizio,2012,4.3,189,,brunello di montalcino,Podere Brizio 2012
3843020,Podere Brizio,2011,4.1,83,,brunello di montalcino,Podere Brizio 2011
8045804,Podere Brizio,2010,4.3,150,,brunello di montalcino,Podere Brizio 2010
1330239,Podere Brizio,2009,4.0,44,,brunello di montalcino,Podere Brizio 2009
1523050,Podere Brizio,2008,4.2,57,,brunello di montalcino,Podere Brizio 2008
1718272,Podere Brizio,2007,4.3,106,,brunello di montalcino,Podere Brizio 2007
1223713,Podere Brizio,2006,4.4,81,top_ranked,brunello di montalcino,Podere Brizio 2006
1400601,Podere Brizio,2005,4.4,16,,brunello di montalcino,Podere Brizio 2005
1240748,Podere Brizio,2004,4.4,111,best_user_rated,brunello di montalcino,Podere Brizio 2004
1391458,Podere Brizio,2003,4.2,25,,brunello di montalcino,Podere Brizio 2003
1256027,Podere Brizio,2001,4.2,68,,brunello di montalcino,Podere Brizio 2001
1330240,Podere Brizio,1999,4.4,28,,brunello di montalcino,Podere Brizio 1999
161952769,Poggio Landi,2019,4.2,37,,brunello di montalcino,Poggio Landi 2019
156907890,Poggio Landi,2018,4.2,80,,brunello di montalcino,Poggio Landi 2018
156907882,Poggio Landi,2017,4.2,113,best_user_rated,brunello di montalcino,Poggio Landi 2017
155138373,Poggio Landi,2016,4.2,311,critic_favorite,brunello di montalcino,Poggio Landi 2016
155176499,Poggio Landi,2015,4.2,131,top_ranked,brunello di montalcino,Poggio Landi 2015
155557400,Poggio Landi,2013,4.2,265,most_user_rated,brunello di montalcino,Poggio Landi 2013
152150867,Poggio Landi,2012,4.1,192,,brunello di montalcino,Poggio Landi 2012
167524055,Poggio Nardone,2018,4.2,12,best_user_rated,brunello di montalcino,Poggio Nardone 2018
154318822,Poggio Nardone,2017,4.2,27,,brunello di montalcino,Poggio Nardone 2017
154318824,Poggio Nardone,2016,4.1,100,most_user_rated,brunello di montalcino,Poggio Nardone 2016
150549727,Poggio Nardone,2015,4.2,82,top_ranked,brunello di montalcino,Poggio Nardone 2015
15274636,Poggio Nardone,2013,4.1,83,,brunello di montalcino,Poggio Nardone 2013
4269606,Poggio Nardone,2012,3.9,46,,brunello di montalcino,Poggio Nardone 2012
2848892,Poggio Nardone,2011,3.9,29,,brunello di montalcino,Poggio Nardone 2011
165084696,Poggio di Sotto,2018,4.5,31,,brunello di montalcino riserva,Poggio di Sotto 2018
150309578,Poggio di Sotto,2017,4.5,15,,brunello di montalcino riserva,Poggio di Sotto 2017
146686644,Poggio di Sotto,2016,4.7,31,,brunello di montalcino riserva,Poggio di Sotto 2016
20418670,Poggio di Sotto,2015,4.5,38,,brunello di montalcino riserva,Poggio di Sotto 2015
4654285,Poggio di Sotto,2014,4.2,9,,brunello di montalcino riserva,Poggio di Sotto 2014
8065014,Poggio di Sotto,2013,4.5,47,wsa_winning,brunello di montalcino riserva,Poggio di Sotto 2013
22380366,Poggio di Sotto,2012,4.6,32,latest_available,brunello di montalcino riserva,Poggio di Sotto 2012
4317767,Poggio di Sotto,2011,4.5,66,oldest_available,brunello di montalcino riserva,Poggio di Sotto 2011
6751771,Poggio di Sotto,2010,4.7,80,top_ranked,brunello di montalcino riserva,Poggio di Sotto 2010
4464860,Poggio di Sotto,2009,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2009
2345816,Poggio di Sotto,2008,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2008
2225879,Poggio di Sotto,2007,4.6,70,most_user_rated,brunello di montalcino riserva,Poggio di Sotto 2007
2058750,Poggio di Sotto,2006,4.7,27,best_user_rated,brunello di montalcino riserva,Poggio di Sotto 2006
2195598,Poggio di Sotto,2005,4.7,25,,brunello di montalcino riserva,Poggio di Sotto 2005
2195600,Poggio di Sotto,2004,4.6,24,,brunello di montalcino riserva,Poggio di Sotto 2004
165084696,Poggio di Sotto,2018,4.5,31,,brunello di montalcino riserva,Poggio di Sotto 2018
150309578,Poggio di Sotto,2017,4.5,15,,brunello di montalcino riserva,Poggio di Sotto 2017
146686644,Poggio di Sotto,2016,4.7,31,,brunello di montalcino riserva,Poggio di Sotto 2016
20418670,Poggio di Sotto,2015,4.5,38,,brunello di montalcino riserva,Poggio di Sotto 2015
4654285,Poggio di Sotto,2014,4.2,9,,brunello di montalcino riserva,Poggio di Sotto 2014
8065014,Poggio di Sotto,2013,4.5,47,wsa_winning,brunello di montalcino riserva,Poggio di Sotto 2013
22380366,Poggio di Sotto,2012,4.6,32,latest_available,brunello di montalcino riserva,Poggio di Sotto 2012
4317767,Poggio di Sotto,2011,4.5,66,oldest_available,brunello di montalcino riserva,Poggio di Sotto 2011
6751771,Poggio di Sotto,2010,4.7,80,top_ranked,brunello di montalcino riserva,Poggio di Sotto 2010
4464860,Poggio di Sotto,2009,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2009
2345816,Poggio di Sotto,2008,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2008
2225879,Poggio di Sotto,2007,4.6,70,most_user_rated,brunello di montalcino riserva,Poggio di Sotto 2007
2058750,Poggio di Sotto,2006,4.7,27,best_user_rated,brunello di montalcino riserva,Poggio di Sotto 2006
2195598,Poggio di Sotto,2005,4.7,25,,brunello di montalcino riserva,Poggio di Sotto 2005
2195600,Poggio di Sotto,2004,4.6,24,,brunello di montalcino riserva,Poggio di Sotto 2004
165084696,Poggio di Sotto,2018,4.5,31,,brunello di montalcino riserva,Poggio di Sotto 2018
150309578,Poggio di Sotto,2017,4.5,15,,brunello di montalcino riserva,Poggio di Sotto 2017
146686644,Poggio di Sotto,2016,4.7,31,,brunello di montalcino riserva,Poggio di Sotto 2016
20418670,Poggio di Sotto,2015,4.5,38,,brunello di montalcino riserva,Poggio di Sotto 2015
4654285,Poggio di Sotto,2014,4.2,9,,brunello di montalcino riserva,Poggio di Sotto 2014
8065014,Poggio di Sotto,2013,4.5,47,wsa_winning,brunello di montalcino riserva,Poggio di Sotto 2013
22380366,Poggio di Sotto,2012,4.6,32,latest_available,brunello di montalcino riserva,Poggio di Sotto 2012
4317767,Poggio di Sotto,2011,4.5,66,oldest_available,brunello di montalcino riserva,Poggio di Sotto 2011
6751771,Poggio di Sotto,2010,4.7,80,top_ranked,brunello di montalcino riserva,Poggio di Sotto 2010
4464860,Poggio di Sotto,2009,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2009
2345816,Poggio di Sotto,2008,4.6,61,,brunello di montalcino riserva,Poggio di Sotto 2008
2225879,Poggio di Sotto,2007,4.6,70,most_user_rated,brunello di montalcino riserva,Poggio di Sotto 2007
2058750,Poggio di Sotto,2006,4.7,27,best_user_rated,brunello di montalcino riserva,Poggio di Sotto 2006
2195598,Poggio di Sotto,2005,4.7,25,,brunello di montalcino riserva,Poggio di Sotto 2005
2195600,Poggio di Sotto,2004,4.6,24,,brunello di montalcino riserva,Poggio di Sotto 2004
159379164,Poggiotondo,2019,4.1,22,,brunello di montalcino,Poggiotondo 2019
156454947,Poggiotondo,2018,4.2,33,,brunello di montalcino,Poggiotondo 2018
151617272,Poggiotondo,2017,4.2,37,price_qpr,brunello di montalcino,Poggiotondo 2017
87016899,Poggiotondo,2016,4.2,91,best_user_rated,brunello di montalcino,Poggiotondo 2016
20035730,Poggiotondo,2015,4.1,226,most_user_rated,brunello di montalcino,Poggiotondo 2015
8807395,Poggiotondo,2014,3.8,150,oldest_available,brunello di montalcino,Poggiotondo 2014
2202899,Poggiotondo,2013,3.7,206,,brunello di montalcino,Poggiotondo 2013
2628064,Poggiotondo,2012,3.8,192,,brunello di montalcino,Poggiotondo 2012
2618861,Poggiotondo,2011,3.9,154,,brunello di montalcino,Poggiotondo 2011
1741902,Poggiotondo,2010,3.8,113,,brunello di montalcino,Poggiotondo 2010
1281586,Poggiotondo,2009,3.9,122,,brunello di montalcino,Poggiotondo 2009
1237185,Poggiotondo,2008,4.0,43,,brunello di montalcino,Poggiotondo 2008
1515087,Poggiotondo,2007,3.8,10,,brunello di montalcino,Poggiotondo 2007
1295266,Poggiotondo,2006,4.2,57,top_ranked,brunello di montalcino,Poggiotondo 2006
1178575,Poggiotondo,2005,3.9,32,,brunello di montalcino,Poggiotondo 2005
1489480,Poggiotondo,2004,3.9,11,,brunello di montalcino,Poggiotondo 2004
1178574,Poggiotondo,2003,4.0,6,,brunello di montalcino,Poggiotondo 2003
144372034,Renieri,2016,4.4,40,top_ranked,brunello di montalcino riserva,Renieri 2016
25246104,Renieri,2015,4.5,21,,brunello di montalcino riserva,Renieri 2015
15364792,Renieri,2013,4.1,7,,brunello di montalcino riserva,Renieri 2013
15078921,Renieri,2012,4.4,28,,brunello di montalcino riserva,Renieri 2012
2361260,Renieri,2011,4.3,40,,brunello di montalcino riserva,Renieri 2011
4519762,Renieri,2010,4.6,124,best_user_rated,brunello di montalcino riserva,Renieri 2010
8024900,Renieri,2009,4.3,47,most_user_rated,brunello di montalcino riserva,Renieri 2009
2169694,Renieri,2007,4.2,34,,brunello di montalcino riserva,Renieri 2007
2216037,Renieri,2006,4.3,21,,brunello di montalcino riserva,Renieri 2006
144372034,Renieri,2016,4.4,40,top_ranked,brunello di montalcino riserva,Renieri 2016
25246104,Renieri,2015,4.5,21,,brunello di montalcino riserva,Renieri 2015
15364792,Renieri,2013,4.1,7,,brunello di montalcino riserva,Renieri 2013
15078921,Renieri,2012,4.4,28,,brunello di montalcino riserva,Renieri 2012
2361260,Renieri,2011,4.3,40,,brunello di montalcino riserva,Renieri 2011
4519762,Renieri,2010,4.6,124,best_user_rated,brunello di montalcino riserva,Renieri 2010
8024900,Renieri,2009,4.3,47,most_user_rated,brunello di montalcino riserva,Renieri 2009
2169694,Renieri,2007,4.2,34,,brunello di montalcino riserva,Renieri 2007
2216037,Renieri,2006,4.3,21,,brunello di montalcino riserva,Renieri 2006
144372034,Renieri,2016,4.4,40,top_ranked,brunello di montalcino riserva,Renieri 2016
25246104,Renieri,2015,4.5,21,,brunello di montalcino riserva,Renieri 2015
15364792,Renieri,2013,4.1,7,,brunello di montalcino riserva,Renieri 2013
15078921,Renieri,2012,4.4,28,,brunello di montalcino riserva,Renieri 2012
2361260,Renieri,2011,4.3,40,,brunello di montalcino riserva,Renieri 2011
4519762,Renieri,2010,4.6,124,best_user_rated,brunello di montalcino riserva,Renieri 2010
8024900,Renieri,2009,4.3,47,most_user_rated,brunello di montalcino riserva,Renieri 2009
2169694,Renieri,2007,4.2,34,,brunello di montalcino riserva,Renieri 2007
2216037,Renieri,2006,4.3,21,,brunello di montalcino riserva,Renieri 2006
144372034,Renieri,2016,4.4,40,top_ranked,brunello di montalcino riserva,Renieri 2016
25246104,Renieri,2015,4.5,21,,brunello di montalcino riserva,Renieri 2015
15364792,Renieri,2013,4.1,7,,brunello di montalcino riserva,Renieri 2013
15078921,Renieri,2012,4.4,28,,brunello di montalcino riserva,Renieri 2012
2361260,Renieri,2011,4.3,40,,brunello di montalcino riserva,Renieri 2011
4519762,Renieri,2010,4.6,124,best_user_rated,brunello di montalcino riserva,Renieri 2010
8024900,Renieri,2009,4.3,47,most_user_rated,brunello di montalcino riserva,Renieri 2009
2169694,Renieri,2007,4.2,34,,brunello di montalcino riserva,Renieri 2007
2216037,Renieri,2006,4.3,21,,brunello di montalcino riserva,Renieri 2006
144372034,Renieri,2016,4.4,40,top_ranked,brunello di montalcino riserva,Renieri 2016
25246104,Renieri,2015,4.5,21,,brunello di montalcino riserva,Renieri 2015
15364792,Renieri,2013,4.1,7,,brunello di montalcino riserva,Renieri 2013
15078921,Renieri,2012,4.4,28,,brunello di montalcino riserva,Renieri 2012
2361260,Renieri,2011,4.3,40,,brunello di montalcino riserva,Renieri 2011
4519762,Renieri,2010,4.6,124,best_user_rated,brunello di montalcino riserva,Renieri 2010
8024900,Renieri,2009,4.3,47,most_user_rated,brunello di montalcino riserva,Renieri 2009
2169694,Renieri,2007,4.2,34,,brunello di montalcino riserva,Renieri 2007
2216037,Renieri,2006,4.3,21,,brunello di montalcino riserva,Renieri 2006
167451799,Ridolfi,2017,4.2,27,top_ranked,brunello di montalcino riserva,Ridolfi 2017
163719035,Ridolfi,2016,4.2,28,best_user_rated,brunello di montalcino riserva,Ridolfi 2016
158264143,Ridolfi,2015,4.2,31,most_user_rated,brunello di montalcino riserva,Ridolfi 2015
152808241,Ridolfi,2012,3.9,22,,brunello di montalcino riserva,Ridolfi 2012
167451799,Ridolfi,2017,4.2,27,top_ranked,brunello di montalcino riserva,Ridolfi 2017
163719035,Ridolfi,2016,4.2,28,best_user_rated,brunello di montalcino riserva,Ridolfi 2016
158264143,Ridolfi,2015,4.2,31,most_user_rated,brunello di montalcino riserva,Ridolfi 2015
152808241,Ridolfi,2012,3.9,22,,brunello di montalcino riserva,Ridolfi 2012
167451799,Ridolfi,2017,4.2,27,top_ranked,brunello di montalcino riserva,Ridolfi 2017
163719035,Ridolfi,2016,4.2,28,best_user_rated,brunello di montalcino riserva,Ridolfi 2016
158264143,Ridolfi,2015,4.2,31,most_user_rated,brunello di montalcino riserva,Ridolfi 2015
152808241,Ridolfi,2012,3.9,22,,brunello di montalcino riserva,Ridolfi 2012
165711159,Salvioni,2019,4.4,21,,brunello di montalcino,Salvioni 2019
156417153,Salvioni,2018,4.4,25,,brunello di montalcino,Salvioni 2018
150744510,Salvioni,2017,4.4,58,,brunello di montalcino,Salvioni 2017
145806973,Salvioni,2016,4.5,48,,brunello di montalcino,Salvioni 2016
22135200,Salvioni,2015,4.5,113,,brunello di montalcino,Salvioni 2015
8224736,Salvioni,2013,4.5,129,,brunello di montalcino,Salvioni 2013
4315615,Salvioni,2012,4.5,165,most_user_rated,brunello di montalcino,Salvioni 2012
3795087,Salvioni,2011,4.5,116,,brunello di montalcino,Salvioni 2011
3983620,Salvioni,2010,4.5,95,,brunello di montalcino,Salvioni 2010
1348649,Salvioni,2009,4.4,109,,brunello di montalcino,Salvioni 2009
1296636,Salvioni,2008,4.4,130,,brunello di montalcino,Salvioni 2008
1381466,Salvioni,2007,4.5,90,,brunello di montalcino,Salvioni 2007
87798,Salvioni,2006,4.6,136,top_ranked,brunello di montalcino,Salvioni 2006
1210821,Salvioni,2005,4.4,54,,brunello di montalcino,Salvioni 2005
89844,Salvioni,2004,4.5,68,,brunello di montalcino,Salvioni 2004
1252626,Salvioni,2003,4.3,47,,brunello di montalcino,Salvioni 2003
1140822,Salvioni,2001,4.6,57,best_user_rated,brunello di montalcino,Salvioni 2001
2848374,Salvioni,2000,4.5,15,cheapest_available,brunello di montalcino,Salvioni 2000
2183908,Salvioni,1999,4.5,31,,brunello di montalcino,Salvioni 1999
1659963,Salvioni,1998,4.4,24,,brunello di montalcino,Salvioni 1998
1719795,Salvioni,1997,4.7,24,price_qpr,brunello di montalcino,Salvioni 1997
1909879,Salvioni,1996,4.4,19,,brunello di montalcino,Salvioni 1996
1777857,Salvioni,1990,4.5,8,,brunello di montalcino,Salvioni 1990
165711159,Salvioni,2019,4.4,21,,brunello di montalcino,Salvioni 2019
156417153,Salvioni,2018,4.4,25,,brunello di montalcino,Salvioni 2018
150744510,Salvioni,2017,4.4,58,,brunello di montalcino,Salvioni 2017
145806973,Salvioni,2016,4.5,48,,brunello di montalcino,Salvioni 2016
22135200,Salvioni,2015,4.5,113,,brunello di montalcino,Salvioni 2015
8224736,Salvioni,2013,4.5,129,,brunello di montalcino,Salvioni 2013
4315615,Salvioni,2012,4.5,165,most_user_rated,brunello di montalcino,Salvioni 2012
3795087,Salvioni,2011,4.5,116,,brunello di montalcino,Salvioni 2011
3983620,Salvioni,2010,4.5,95,,brunello di montalcino,Salvioni 2010
1348649,Salvioni,2009,4.4,109,,brunello di montalcino,Salvioni 2009
1296636,Salvioni,2008,4.4,130,,brunello di montalcino,Salvioni 2008
1381466,Salvioni,2007,4.5,90,,brunello di montalcino,Salvioni 2007
87798,Salvioni,2006,4.6,136,top_ranked,brunello di montalcino,Salvioni 2006
1210821,Salvioni,2005,4.4,54,,brunello di montalcino,Salvioni 2005
89844,Salvioni,2004,4.5,68,,brunello di montalcino,Salvioni 2004
1252626,Salvioni,2003,4.3,47,,brunello di montalcino,Salvioni 2003
1140822,Salvioni,2001,4.6,57,best_user_rated,brunello di montalcino,Salvioni 2001
2848374,Salvioni,2000,4.5,15,cheapest_available,brunello di montalcino,Salvioni 2000
2183908,Salvioni,1999,4.5,31,,brunello di montalcino,Salvioni 1999
1659963,Salvioni,1998,4.4,24,,brunello di montalcino,Salvioni 1998
1719795,Salvioni,1997,4.7,24,price_qpr,brunello di montalcino,Salvioni 1997
1909879,Salvioni,1996,4.4,19,,brunello di montalcino,Salvioni 1996
1777857,Salvioni,1990,4.5,8,,brunello di montalcino,Salvioni 1990
122085290,San Filippo,2016,4.2,10,,brunello di montalcino riserva,San Filippo 2016
5466698,San Filippo,2012,4.4,19,best_user_rated,brunello di montalcino riserva,San Filippo 2012
4273792,San Filippo,2010,4.4,7,most_user_rated,brunello di montalcino riserva,San Filippo 2010
4565330,San Filippo,2006,4.3,7,top_ranked,brunello di montalcino riserva,San Filippo 2006
122085290,San Filippo,2016,4.2,10,,brunello di montalcino riserva,San Filippo 2016
5466698,San Filippo,2012,4.4,19,best_user_rated,brunello di montalcino riserva,San Filippo 2012
4273792,San Filippo,2010,4.4,7,most_user_rated,brunello di montalcino riserva,San Filippo 2010
4565330,San Filippo,2006,4.3,7,top_ranked,brunello di montalcino riserva,San Filippo 2006
122085290,San Filippo,2016,4.2,10,,brunello di montalcino riserva,San Filippo 2016
5466698,San Filippo,2012,4.4,19,best_user_rated,brunello di montalcino riserva,San Filippo 2012
4273792,San Filippo,2010,4.4,7,most_user_rated,brunello di montalcino riserva,San Filippo 2010
4565330,San Filippo,2006,4.3,7,top_ranked,brunello di montalcino riserva,San Filippo 2006
145555971,San Polino,2016,4.4,20,best_user_rated,brunello di montalcino riserva,San Polino 2016
10266866,San Polino,2012,4.3,34,most_user_rated,brunello di montalcino riserva,San Polino 2012
10473440,San Polino,2010,4.5,13,,brunello di montalcino riserva,San Polino 2010
4358785,San Polino,2009,4.5,8,,brunello di montalcino riserva,San Polino 2009
2842454,San Polino,2007,4.4,23,top_ranked,brunello di montalcino riserva,San Polino 2007
1604430,San Polino,2004,4.6,10,,brunello di montalcino riserva,San Polino 2004
145555971,San Polino,2016,4.4,20,best_user_rated,brunello di montalcino riserva,San Polino 2016
10266866,San Polino,2012,4.3,34,most_user_rated,brunello di montalcino riserva,San Polino 2012
10473440,San Polino,2010,4.5,13,,brunello di montalcino riserva,San Polino 2010
4358785,San Polino,2009,4.5,8,,brunello di montalcino riserva,San Polino 2009
2842454,San Polino,2007,4.4,23,top_ranked,brunello di montalcino riserva,San Polino 2007
1604430,San Polino,2004,4.6,10,,brunello di montalcino riserva,San Polino 2004
5333418,San Polo,2012,4.3,23,,brunello di montalcino riserva,San Polo 2012
3807698,San Polo,2010,4.3,45,top_ranked,brunello di montalcino riserva,San Polo 2010
1490919,San Polo,2006,4.4,46,most_user_rated,brunello di montalcino riserva,San Polo 2006
1996803,San Polo,2004,4.5,19,best_user_rated,brunello di montalcino riserva,San Polo 2004
5333418,San Polo,2012,4.3,23,,brunello di montalcino riserva,San Polo 2012
3807698,San Polo,2010,4.3,45,top_ranked,brunello di montalcino riserva,San Polo 2010
1490919,San Polo,2006,4.4,46,most_user_rated,brunello di montalcino riserva,San Polo 2006
1996803,San Polo,2004,4.5,19,best_user_rated,brunello di montalcino riserva,San Polo 2004
5333418,San Polo,2012,4.3,23,,brunello di montalcino riserva,San Polo 2012
3807698,San Polo,2010,4.3,45,top_ranked,brunello di montalcino riserva,San Polo 2010
1490919,San Polo,2006,4.4,46,most_user_rated,brunello di montalcino riserva,San Polo 2006
1996803,San Polo,2004,4.5,19,best_user_rated,brunello di montalcino riserva,San Polo 2004
5333418,San Polo,2012,4.3,23,,brunello di montalcino riserva,San Polo 2012
3807698,San Polo,2010,4.3,45,top_ranked,brunello di montalcino riserva,San Polo 2010
1490919,San Polo,2006,4.4,46,most_user_rated,brunello di montalcino riserva,San Polo 2006
1996803,San Polo,2004,4.5,19,best_user_rated,brunello di montalcino riserva,San Polo 2004
5333418,San Polo,2012,4.3,23,,brunello di montalcino riserva,San Polo 2012
3807698,San Polo,2010,4.3,45,top_ranked,brunello di montalcino riserva,San Polo 2010
1490919,San Polo,2006,4.4,46,most_user_rated,brunello di montalcino riserva,San Polo 2006
1996803,San Polo,2004,4.5,19,best_user_rated,brunello di montalcino riserva,San Polo 2004
154356654,Sassetti Livio,2016,4.5,28,,brunello di montalcino riserva,Sassetti Livio 2016
144555414,Sassetti Livio,2015,4.3,18,critic_favorite,brunello di montalcino riserva,Sassetti Livio 2015
29886790,Sassetti Livio,2013,4.2,17,,brunello di montalcino riserva,Sassetti Livio 2013
3712808,Sassetti Livio,2012,4.3,49,,brunello di montalcino riserva,Sassetti Livio 2012
2297768,Sassetti Livio,2011,4.4,18,,brunello di montalcino riserva,Sassetti Livio 2011
2593800,Sassetti Livio,2010,4.4,53,most_user_rated,brunello di montalcino riserva,Sassetti Livio 2010
4142948,Sassetti Livio,2009,4.0,11,,brunello di montalcino riserva,Sassetti Livio 2009
2400648,Sassetti Livio,2008,4.1,39,,brunello di montalcino riserva,Sassetti Livio 2008
2361937,Sassetti Livio,2007,4.2,42,,brunello di montalcino riserva,Sassetti Livio 2007
1784531,Sassetti Livio,2006,4.5,39,top_ranked,brunello di montalcino riserva,Sassetti Livio 2006
1776480,Sassetti Livio,2005,4.2,9,,brunello di montalcino riserva,Sassetti Livio 2005
1711677,Sassetti Livio,2004,4.3,41,,brunello di montalcino riserva,Sassetti Livio 2004
1223716,Sassetti Livio,2001,4.5,19,best_user_rated,brunello di montalcino riserva,Sassetti Livio 2001
154356654,Sassetti Livio,2016,4.5,28,,brunello di montalcino riserva,Sassetti Livio 2016
144555414,Sassetti Livio,2015,4.3,18,critic_favorite,brunello di montalcino riserva,Sassetti Livio 2015
29886790,Sassetti Livio,2013,4.2,17,,brunello di montalcino riserva,Sassetti Livio 2013
3712808,Sassetti Livio,2012,4.3,49,,brunello di montalcino riserva,Sassetti Livio 2012
2297768,Sassetti Livio,2011,4.4,18,,brunello di montalcino riserva,Sassetti Livio 2011
2593800,Sassetti Livio,2010,4.4,53,most_user_rated,brunello di montalcino riserva,Sassetti Livio 2010
4142948,Sassetti Livio,2009,4.0,11,,brunello di montalcino riserva,Sassetti Livio 2009
2400648,Sassetti Livio,2008,4.1,39,,brunello di montalcino riserva,Sassetti Livio 2008
2361937,Sassetti Livio,2007,4.2,42,,brunello di montalcino riserva,Sassetti Livio 2007
1784531,Sassetti Livio,2006,4.5,39,top_ranked,brunello di montalcino riserva,Sassetti Livio 2006
1776480,Sassetti Livio,2005,4.2,9,,brunello di montalcino riserva,Sassetti Livio 2005
1711677,Sassetti Livio,2004,4.3,41,,brunello di montalcino riserva,Sassetti Livio 2004
1223716,Sassetti Livio,2001,4.5,19,best_user_rated,brunello di montalcino riserva,Sassetti Livio 2001
154356654,Sassetti Livio,2016,4.5,28,,brunello di montalcino riserva,Sassetti Livio 2016
144555414,Sassetti Livio,2015,4.3,18,critic_favorite,brunello di montalcino riserva,Sassetti Livio 2015
29886790,Sassetti Livio,2013,4.2,17,,brunello di montalcino riserva,Sassetti Livio 2013
3712808,Sassetti Livio,2012,4.3,49,,brunello di montalcino riserva,Sassetti Livio 2012
2297768,Sassetti Livio,2011,4.4,18,,brunello di montalcino riserva,Sassetti Livio 2011
2593800,Sassetti Livio,2010,4.4,53,most_user_rated,brunello di montalcino riserva,Sassetti Livio 2010
4142948,Sassetti Livio,2009,4.0,11,,brunello di montalcino riserva,Sassetti Livio 2009
2400648,Sassetti Livio,2008,4.1,39,,brunello di montalcino riserva,Sassetti Livio 2008
2361937,Sassetti Livio,2007,4.2,42,,brunello di montalcino riserva,Sassetti Livio 2007
1784531,Sassetti Livio,2006,4.5,39,top_ranked,brunello di montalcino riserva,Sassetti Livio 2006
1776480,Sassetti Livio,2005,4.2,9,,brunello di montalcino riserva,Sassetti Livio 2005
1711677,Sassetti Livio,2004,4.3,41,,brunello di montalcino riserva,Sassetti Livio 2004
1223716,Sassetti Livio,2001,4.5,19,best_user_rated,brunello di montalcino riserva,Sassetti Livio 2001
154356654,Sassetti Livio,2016,4.5,28,,brunello di montalcino riserva,Sassetti Livio 2016
144555414,Sassetti Livio,2015,4.3,18,critic_favorite,brunello di montalcino riserva,Sassetti Livio 2015
29886790,Sassetti Livio,2013,4.2,17,,brunello di montalcino riserva,Sassetti Livio 2013
3712808,Sassetti Livio,2012,4.3,49,,brunello di montalcino riserva,Sassetti Livio 2012
2297768,Sassetti Livio,2011,4.4,18,,brunello di montalcino riserva,Sassetti Livio 2011
2593800,Sassetti Livio,2010,4.4,53,most_user_rated,brunello di montalcino riserva,Sassetti Livio 2010
4142948,Sassetti Livio,2009,4.0,11,,brunello di montalcino riserva,Sassetti Livio 2009
2400648,Sassetti Livio,2008,4.1,39,,brunello di montalcino riserva,Sassetti Livio 2008
2361937,Sassetti Livio,2007,4.2,42,,brunello di montalcino riserva,Sassetti Livio 2007
1784531,Sassetti Livio,2006,4.5,39,top_ranked,brunello di montalcino riserva,Sassetti Livio 2006
1776480,Sassetti Livio,2005,4.2,9,,brunello di montalcino riserva,Sassetti Livio 2005
1711677,Sassetti Livio,2004,4.3,41,,brunello di montalcino riserva,Sassetti Livio 2004
1223716,Sassetti Livio,2001,4.5,19,best_user_rated,brunello di montalcino riserva,Sassetti Livio 2001
156692121,Scopetone,2018,4.3,10,,brunello di montalcino,Scopetone 2018
154401384,Scopetone,2017,4.2,17,,brunello di montalcino,Scopetone 2017
151220123,Scopetone,2016,4.3,17,best_user_rated,brunello di montalcino,Scopetone 2016
146361372,Scopetone,2015,4.1,38,latest_available,brunello di montalcino,Scopetone 2015
145400869,Scopetone,2014,4.2,24,,brunello di montalcino,Scopetone 2014
118214691,Scopetone,2013,3.8,35,,brunello di montalcino,Scopetone 2013
146583597,Scopetone,2012,4.1,41,,brunello di montalcino,Scopetone 2012
20657094,Scopetone,2011,4.3,42,most_user_rated,brunello di montalcino,Scopetone 2011
8924245,Scopetone,2010,4.3,42,top_ranked,brunello di montalcino,Scopetone 2010
17868041,Scopetone,2009,4.2,14,,brunello di montalcino,Scopetone 2009
3941639,Scopetone,2008,4.0,11,,brunello di montalcino,Scopetone 2008
3237488,Scopetone,2007,4.2,14,,brunello di montalcino,Scopetone 2007
2634851,Scopetone,2006,4.1,10,oldest_available,brunello di montalcino,Scopetone 2006
2798662,Scopetone,2004,4.2,12,,brunello di montalcino,Scopetone 2004
157118847,Scopone,2018,4.2,3,,brunello di montalcino,Scopone 2018
