id,name_x,year,ratings_average,reviews_count,has_valid_ratings,type,amount
158433069,l'Astemia Pentita Barolo Terlo 2015,2015.0,4.2,28.0,True,most_user_rated,
142673177,l'Astemia Pentita Barolo Terlo 2014,2014.0,4.1,6.0,True,,
102900541,l'Astemia Pentita Barolo Terlo 2013,2013.0,3.9,10.0,True,,
143744033,l'Astemia Pentita Barolo Terlo 2012,2012.0,3.8,4.0,True,,
37005986,l'Astemia Pentita Barolo Terlo 2011,2011.0,4.2,16.0,True,top_ranked,
156410871,d'Arenberg The Ironstone Pressings 2018,2018.0,3.9,19.0,True,,
154267733,d'Arenberg The Ironstone Pressings 2017,2017.0,4.0,19.0,True,,
110408581,d'Arenberg The Ironstone Pressings 2016,2016.0,3.8,41.0,True,,
143535977,d'Arenberg The Ironstone Pressings 2015,2015.0,3.8,27.0,True,,
116462459,d'Arenberg The Ironstone Pressings 2014,2014.0,4.0,20.0,True,,
12367126,d'Arenberg The Ironstone Pressings 2013,2013.0,3.8,22.0,True,,
6377498,d'Arenberg The Ironstone Pressings 2012,2012.0,3.8,36.0,True,,
3613396,d'Arenberg The Ironstone Pressings 2011,2011.0,3.8,24.0,True,,
4264610,d'Arenberg The Ironstone Pressings 2010,2010.0,3.8,45.0,True,most_user_rated,
2307015,d'Arenberg The Ironstone Pressings 2009,2009.0,4.1,22.0,True,top_ranked,
1566831,d'Arenberg The Ironstone Pressings 2008,2008.0,3.8,23.0,True,,
1401408,d'Arenberg The Ironstone Pressings 2007,2007.0,4.0,38.0,True,,
14076,d'Arenberg The Ironstone Pressings 2006,2006.0,4.0,32.0,True,,
1941178,d'Arenberg The Ironstone Pressings 2005,2005.0,4.3,18.0,True,best_user_rated,
2004310,d'Arenberg The Ironstone Pressings 2003,2003.0,4.0,16.0,True,,
21879,d'Arenberg The Ironstone Pressings 2002,2002.0,4.1,10.0,True,,
1898278,d'Arenberg The Ironstone Pressings 1999,1999.0,4.1,17.0,True,,
1180247,d'Arenberg The Ironstone Pressings 1998,1998.0,4.1,13.0,True,,
162876034,d'Arenberg The Dead Arm Shiraz 2020,2020.0,4.2,111.0,True,,
159747201,d'Arenberg The Dead Arm Shiraz 2019,2019.0,4.0,16.0,True,,
156280666,d'Arenberg The Dead Arm Shiraz 2018,2018.0,4.1,148.0,True,,
150426449,d'Arenberg The Dead Arm Shiraz 2017,2017.0,4.1,1099.0,True,most_user_rated,
94151562,d'Arenberg The Dead Arm Shiraz 2016,2016.0,4.0,514.0,True,critic_favorite,
15323011,d'Arenberg The Dead Arm Shiraz 2015,2015.0,4.0,348.0,True,,
3973567,d'Arenberg The Dead Arm Shiraz 2014,2014.0,4.1,360.0,True,,
1858440,d'Arenberg The Dead Arm Shiraz 2013,2013.0,4.1,284.0,True,,
1858441,d'Arenberg The Dead Arm Shiraz 2012,2012.0,4.2,418.0,True,,
1491615,d'Arenberg The Dead Arm Shiraz 2011,2011.0,4.1,243.0,True,,
1596571,d'Arenberg The Dead Arm Shiraz 2010,2010.0,4.1,381.0,True,,
1439728,d'Arenberg The Dead Arm Shiraz 2009,2009.0,4.1,408.0,True,,
1267504,d'Arenberg The Dead Arm Shiraz 2008,2008.0,4.2,385.0,True,,
1224759,d'Arenberg The Dead Arm Shiraz 2007,2007.0,4.3,210.0,True,,
14078,d'Arenberg The Dead Arm Shiraz 2006,2006.0,4.2,356.0,True,,
1161826,d'Arenberg The Dead Arm Shiraz 2005,2005.0,4.3,296.0,True,,
1315644,d'Arenberg The Dead Arm Shiraz 2004,2004.0,4.4,142.0,True,best_user_rated,
1219465,d'Arenberg The Dead Arm Shiraz 2003,2003.0,4.4,150.0,True,top_ranked,
90290,d'Arenberg The Dead Arm Shiraz 2002,2002.0,4.3,212.0,True,,
1172590,d'Arenberg The Dead Arm Shiraz 2001,2001.0,4.4,226.0,True,wsa_winning,
90118,d'Arenberg The Dead Arm Shiraz 2000,2000.0,4.3,129.0,True,,
90289,d'Arenberg The Dead Arm Shiraz 1999,1999.0,4.3,97.0,True,,
1216941,d'Arenberg The Dead Arm Shiraz 1998,1998.0,4.3,123.0,True,,
1247000,d'Arenberg The Dead Arm Shiraz 1997,1997.0,4.4,39.0,True,,
1816140,d'Arenberg The Dead Arm Shiraz 1996,1996.0,4.2,22.0,True,,
1207700,d'Arenberg The Dead Arm Shiraz 1995,1995.0,4.3,16.0,True,,
160060392,d'Arenberg The Coppermine Road Cabernet Sauvignon 2019,2019.0,4.1,10.0,True,,
156382833,d'Arenberg The Coppermine Road Cabernet Sauvignon 2018,2018.0,3.9,23.0,True,,
150953185,d'Arenberg The Coppermine Road Cabernet Sauvignon 2017,2017.0,3.8,75.0,True,,
106535537,d'Arenberg The Coppermine Road Cabernet Sauvignon 2016,2016.0,3.9,46.0,True,,
143606445,d'Arenberg The Coppermine Road Cabernet Sauvignon 2015,2015.0,3.8,57.0,True,,
29373511,d'Arenberg The Coppermine Road Cabernet Sauvignon 2014,2014.0,3.8,54.0,True,,
3694074,d'Arenberg The Coppermine Road Cabernet Sauvignon 2013,2013.0,3.9,87.0,True,,
4755460,d'Arenberg The Coppermine Road Cabernet Sauvignon 2012,2012.0,3.6,19.0,True,,
3766395,d'Arenberg The Coppermine Road Cabernet Sauvignon 2011,2011.0,3.8,38.0,True,,
1557098,d'Arenberg The Coppermine Road Cabernet Sauvignon 2010,2010.0,3.9,52.0,True,,
1548124,d'Arenberg The Coppermine Road Cabernet Sauvignon 2009,2009.0,4.0,131.0,True,most_user_rated,
1548126,d'Arenberg The Coppermine Road Cabernet Sauvignon 2008,2008.0,3.9,37.0,True,,
1182631,d'Arenberg The Coppermine Road Cabernet Sauvignon 2007,2007.0,4.1,50.0,True,,
14077,d'Arenberg The Coppermine Road Cabernet Sauvignon 2006,2006.0,4.0,56.0,True,,
21880,d'Arenberg The Coppermine Road Cabernet Sauvignon 2005,2005.0,4.1,76.0,True,,
1270452,d'Arenberg The Coppermine Road Cabernet Sauvignon 2004,2004.0,4.0,30.0,True,,
1800769,d'Arenberg The Coppermine Road Cabernet Sauvignon 2003,2003.0,4.2,45.0,True,top_ranked,
1307293,d'Arenberg The Coppermine Road Cabernet Sauvignon 2002,2002.0,4.1,71.0,True,,
1462278,d'Arenberg The Coppermine Road Cabernet Sauvignon 2001,2001.0,4.1,79.0,True,,
1792622,d'Arenberg The Coppermine Road Cabernet Sauvignon 2000,2000.0,4.3,20.0,True,best_user_rated,
1279444,d'Arenberg The Coppermine Road Cabernet Sauvignon 1999,1999.0,4.1,22.0,True,,
1778508,d'Arenberg The Coppermine Road Cabernet Sauvignon 1998,1998.0,4.0,21.0,True,,
165028413,Zuccardi Finca Piedra Infinita Malbec 2020,2020.0,4.4,16.0,True,,
160059834,Zuccardi Finca Piedra Infinita Malbec 2019,2019.0,4.4,81.0,True,,
156196913,Zuccardi Finca Piedra Infinita Malbec 2018,2018.0,4.4,129.0,True,,
151020133,Zuccardi Finca Piedra Infinita Malbec 2017,2017.0,4.5,102.0,True,,
142820564,Zuccardi Finca Piedra Infinita Malbec 2016,2016.0,4.5,207.0,True,top_ranked,
149210013,Zuccardi Finca Piedra Infinita Malbec 2015,2015.0,4.4,226.0,True,best_user_rated,169.99
140700910,Zuccardi Finca Piedra Infinita Malbec 2014,2014.0,4.5,315.0,True,most_user_rated,
140700942,Zuccardi Finca Piedra Infinita Malbec 2013,2013.0,4.4,151.0,True,,
140700459,Zuccardi Finca Piedra Infinita Malbec 2012,2012.0,4.5,65.0,True,,
161496243,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2019,2019.0,4.4,23.0,True,,
161573667,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2018,2018.0,4.5,72.0,True,best_user_rated,
155192909,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2017,2017.0,4.4,50.0,True,most_user_rated,
138468211,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2016,2016.0,4.5,46.0,True,,
32046386,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2013,2013.0,4.5,73.0,True,wsa_winning,
27609454,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2012,2012.0,4.4,49.0,True,,
25998956,Zuccardi Finca Los Membrillos Cabernet Sauvignon 2011,2011.0,4.5,64.0,True,top_ranked,
20074714,Zuccardi Aluvional La Consulta 2015,2015.0,4.5,15.0,True,,
10074769,Zuccardi Aluvional La Consulta 2014,2014.0,4.5,30.0,True,top_ranked,
11319163,Zuccardi Aluvional La Consulta 2013,2013.0,4.1,115.0,True,critic_favorite,
6382521,Zuccardi Aluvional La Consulta 2012,2012.0,4.4,133.0,True,,
4300216,Zuccardi Aluvional La Consulta 2011,2011.0,4.4,163.0,True,most_user_rated,
3523165,Zuccardi Aluvional La Consulta 2010,2010.0,4.5,328.0,True,wsa_winning,
2582530,Zuccardi Aluvional La Consulta 2009,2009.0,4.5,116.0,True,best_user_rated,
2550432,Zuccardi Aluvional La Consulta 2008,2008.0,4.4,97.0,True,,
2591865,Zuccardi Aluvional La Consulta 2000,2000.0,4.5,15.0,True,,
170004449,Zuccardi Aluvional Gualtallary 2021,2021.0,4.1,8.0,True,,
160766439,Zuccardi Aluvional Gualtallary 2019,2019.0,4.2,46.0,True,top_listed,92.99
161786093,Zuccardi Aluvional Gualtallary 2018,2018.0,4.3,60.0,True,,
158804513,Zuccardi Aluvional Gualtallary 2017,2017.0,4.3,31.0,True,,
148936244,Zuccardi Aluvional Gualtallary 2016,2016.0,4.3,34.0,True,,
150093183,Zuccardi Aluvional Gualtallary 2015,2015.0,4.3,90.0,True,top_ranked,
148723192,Zuccardi Aluvional Gualtallary 2014,2014.0,4.3,108.0,True,most_user_rated,
148676444,Zuccardi Aluvional Gualtallary 2013,2013.0,4.4,138.0,True,best_user_rated,
151000525,Zorah Yeraz 2017,2017.0,4.4,10.0,True,,
100425928,Zorah Yeraz 2016,2016.0,4.3,33.0,True,,
36700744,Zorah Yeraz 2015,2015.0,4.3,10.0,True,,
36942076,Zorah Yeraz 2014,2014.0,4.6,34.0,True,best_user_rated,237.99
36792523,Zorah Yeraz 2013,2013.0,4.5,51.0,True,most_user_rated,
36390900,Zorah Yeraz 2012,2012.0,4.4,50.0,True,top_ranked,
166618618,Zisola Effe Emme 2018,2018.0,4.1,14.0,True,,
146585736,Zisola Effe Emme 2016,2016.0,4.1,27.0,True,,
32700603,Zisola Effe Emme 2015,2015.0,4.0,80.0,True,most_user_rated,
29031628,Zisola Effe Emme 2014,2014.0,4.1,73.0,True,top_ranked,
30992851,Zisola Effe Emme 2013,2013.0,4.2,13.0,True,best_user_rated,
26872157,Zisola Effe Emme 2012,2012.0,4.1,32.0,True,,
20375011,Zisola Effe Emme 2011,2011.0,4.1,22.0,True,,
154672341,Ziata Mia Madre Red 2017,2017.0,4.4,10.0,True,most_user_rated,
94382093,Ziata Mia Madre Red 2016,2016.0,4.4,10.0,True,best_user_rated,
156170525,Zenato Cresasso Corvina Veronese 2018,2018.0,4.3,17.0,True,,
150683262,Zenato Cresasso Corvina Veronese 2017,2017.0,4.4,31.0,True,top_ranked,
146179055,Zenato Cresasso Corvina Veronese 2016,2016.0,4.4,58.0,True,best_user_rated,
14420597,Zenato Cresasso Corvina Veronese 2015,2015.0,4.3,71.0,True,,
6780245,Zenato Cresasso Corvina Veronese 2013,2013.0,4.3,55.0,True,,
2381270,Zenato Cresasso Corvina Veronese 2012,2012.0,4.3,65.0,True,,
5743618,Zenato Cresasso Corvina Veronese 2011,2011.0,4.3,96.0,True,most_user_rated,
2381271,Zenato Cresasso Corvina Veronese 2010,2010.0,4.2,70.0,True,,
2381269,Zenato Cresasso Corvina Veronese 2009,2009.0,4.1,67.0,True,,
1706260,Zenato Cresasso Corvina Veronese 2008,2008.0,4.2,77.0,True,,
2270414,Zenato Cresasso Corvina Veronese 2007,2007.0,4.2,58.0,True,,
1360033,Zenato Cresasso Corvina Veronese 2006,2006.0,4.1,70.0,True,,
1319646,Zenato Cresasso Corvina Veronese 2005,2005.0,4.3,30.0,True,,
1777564,Zenato Cresasso Corvina Veronese 2004,2004.0,4.1,19.0,True,,
156180235,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2018,2018.0,4.4,15.0,True,,
150681884,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2017,2017.0,4.5,105.0,True,price_qpr,104.99
87111903,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2016,2016.0,4.5,148.0,True,,
14592341,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2015,2015.0,4.5,172.0,True,critic_favorite,
2363338,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2013,2013.0,4.5,253.0,True,,
1940863,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2012,2012.0,4.6,259.0,True,,
1660878,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2011,2011.0,4.3,309.0,True,,
1924263,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2010,2010.0,4.2,420.0,True,,
1798403,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2009,2009.0,4.4,530.0,True,most_user_rated,
1415345,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2008,2008.0,4.5,381.0,True,wsa_winning,
1312510,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2007,2007.0,4.6,291.0,True,top_ranked,
1424118,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2006,2006.0,4.6,167.0,True,,
1150698,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2005,2005.0,4.6,102.0,True,,
1150700,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2004,2004.0,4.4,70.0,True,,
1150701,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2003,2003.0,4.5,35.0,True,,
1734174,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2001,2001.0,4.5,32.0,True,,
1622793,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2000,2000.0,4.7,29.0,True,best_user_rated,
1291176,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 1998,1998.0,4.6,13.0,True,,
1834726,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 1997,1997.0,4.5,13.0,True,,
1270437,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 1995,1995.0,4.5,16.0,True,,
166542585,Zena Crown Slope Pinot Noir 2018,2018.0,4.4,10.0,True,,
167782536,Zena Crown Slope Pinot Noir 2017,2017.0,4.5,21.0,True,top_ranked,
155068724,Zena Crown Slope Pinot Noir 2016,2016.0,4.5,16.0,True,,
155241543,Zena Crown Slope Pinot Noir 2015,2015.0,4.5,32.0,True,most_user_rated,
152736999,Zena Crown Slope Pinot Noir 2014,2014.0,4.5,38.0,True,best_user_rated,
149648515,Zena Crown Slope Pinot Noir 2013,2013.0,4.4,14.0,True,,
152485971,Zakin Cabernet Sauvignon 2015,2015.0,4.6,10.0,True,,
147162851,Zakin Cabernet Sauvignon 2014,2014.0,4.5,13.0,True,most_user_rated,391.96
142066263,Zakin Cabernet Sauvignon 2013,2013.0,4.7,14.0,True,best_user_rated,
143329967,ZD Wines Reserve Cabernet Sauvignon 2016,2016.0,4.7,7.0,True,best_user_rated,
21180328,ZD Wines Reserve Cabernet Sauvignon 2015,2015.0,4.6,15.0,True,,
4299904,ZD Wines Reserve Cabernet Sauvignon 2014,2014.0,4.6,17.0,True,top_ranked,
20500030,ZD Wines Reserve Cabernet Sauvignon 2013,2013.0,4.4,20.0,True,,
3309341,ZD Wines Reserve Cabernet Sauvignon 2012,2012.0,4.4,28.0,True,most_user_rated,
3082840,ZD Wines Reserve Cabernet Sauvignon 2011,2011.0,4.1,16.0,True,,
2496402,ZD Wines Reserve Cabernet Sauvignon 2010,2010.0,4.2,15.0,True,latest_available,239.32
2651730,ZD Wines Reserve Cabernet Sauvignon 2009,2009.0,4.6,9.0,True,,
1651801,ZD Wines Reserve Cabernet Sauvignon 2008,2008.0,4.6,17.0,True,price_qpr,239.32
3089528,ZD Wines Reserve Cabernet Sauvignon 2007,2007.0,4.5,9.0,True,,
2663411,ZD Wines Reserve Cabernet Sauvignon 2006,2006.0,4.4,9.0,True,,
160142858,ZD Wines Founder's Reserve Pinot Noir 2018,2018.0,4.4,19.0,True,,
155213175,ZD Wines Founder's Reserve Pinot Noir 2017,2017.0,4.5,17.0,True,,
144953550,ZD Wines Founder's Reserve Pinot Noir 2016,2016.0,4.5,39.0,True,most_user_rated,
6745611,ZD Wines Founder's Reserve Pinot Noir 2014,2014.0,4.3,28.0,True,top_ranked,
5566405,ZD Wines Founder's Reserve Pinot Noir 2013,2013.0,4.4,19.0,True,oldest_available,140.77
1778707,ZD Wines Founder's Reserve Pinot Noir 2012,2012.0,4.3,21.0,True,,
2709964,ZD Wines Founder's Reserve Pinot Noir 2011,2011.0,4.6,12.0,True,best_user_rated,
172051685,ZD Wines Cabernet Sauvignon 2021,2021.0,4.4,12.0,True,,
159538989,ZD Wines Cabernet Sauvignon 2019,2019.0,4.3,30.0,True,,
156539849,ZD Wines Cabernet Sauvignon 2018,2018.0,4.2,15.0,True,,
150737366,ZD Wines Cabernet Sauvignon 2017,2017.0,4.4,82.0,True,price_qpr,111.99
96862458,ZD Wines Cabernet Sauvignon 2016,2016.0,4.4,203.0,True,,
14269536,ZD Wines Cabernet Sauvignon 2015,2015.0,4.5,186.0,True,top_ranked,
57812088,ZD Wines Cabernet Sauvignon 2014,2014.0,4.3,206.0,True,,
5928421,ZD Wines Cabernet Sauvignon 2013,2013.0,4.4,145.0,True,,
3277218,ZD Wines Cabernet Sauvignon 2012,2012.0,4.3,240.0,True,most_user_rated,
1887185,ZD Wines Cabernet Sauvignon 2011,2011.0,4.3,108.0,True,,
2226781,ZD Wines Cabernet Sauvignon 2010,2010.0,4.3,105.0,True,,
1794643,ZD Wines Cabernet Sauvignon 2009,2009.0,4.4,42.0,True,oldest_available,111.99
2590571,ZD Wines Cabernet Sauvignon 2008,2008.0,4.2,19.0,True,,
2521121,ZD Wines Cabernet Sauvignon 2007,2007.0,4.4,43.0,True,,
2640264,ZD Wines Cabernet Sauvignon 2006,2006.0,4.2,21.0,True,,
2944121,ZD Wines Cabernet Sauvignon 2005,2005.0,4.2,18.0,True,,
3516010,ZD Wines Cabernet Sauvignon 2004,2004.0,4.6,14.0,True,best_user_rated,
3329650,ZD Wines Cabernet Sauvignon 2003,2003.0,4.6,7.0,True,,
166474476,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2020,2020.0,4.1,14.0,True,,
167345010,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2019,2019.0,4.2,19.0,True,,
162205218,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2018,2018.0,4.3,24.0,True,best_user_rated,
159584231,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2017,2017.0,4.2,22.0,True,top_ranked,
156034677,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2016,2016.0,3.9,26.0,True,,
153306268,Yves Cuilleron Côte-Rôtie Bonnivières (Lieu-Dit) 2015,2015.0,4.2,30.0,True,most_user_rated,
154435577,Yves Cuilleron Cornas Les Côtes (Lieu-Dit) 2015,2015.0,4.0,13.0,True,best_user_rated,
161157279,Yatir Winery Forest 2019,2019.0,4.4,17.0,True,,
156114922,Yatir Winery Forest 2018,2018.0,4.4,26.0,True,,
151966002,Yatir Winery Forest 2017,2017.0,4.3,34.0,True,,
86461299,Yatir Winery Forest 2016,2016.0,4.5,34.0,True,,
15522960,Yatir Winery Forest 2015,2015.0,4.4,86.0,True,most_user_rated,
6464446,Yatir Winery Forest 2014,2014.0,4.3,39.0,True,,
10073981,Yatir Winery Forest 2013,2013.0,4.4,48.0,True,,
14941115,Yatir Winery Forest 2012,2012.0,4.5,54.0,True,top_ranked,
5832511,Yatir Winery Forest 2011,2011.0,4.2,59.0,True,,
3700065,Yatir Winery Forest 2010,2010.0,4.2,53.0,True,,
2019288,Yatir Winery Forest 2009,2009.0,3.9,19.0,True,,
1448487,Yatir Winery Forest 2008,2008.0,4.4,45.0,True,,
1774193,Yatir Winery Forest 2007,2007.0,4.5,13.0,True,best_user_rated,
1444391,Yatir Winery Forest 2006,2006.0,4.5,9.0,True,,
95352,Yatir Winery Forest 2005,2005.0,4.5,18.0,True,,
168772272,Yarra Yering Underhill Shiraz 2021,2021.0,4.3,15.0,True,,
164323338,Yarra Yering Underhill Shiraz 2020,2020.0,4.0,16.0,True,,
160143382,Yarra Yering Underhill Shiraz 2019,2019.0,4.2,19.0,True,,
156140847,Yarra Yering Underhill Shiraz 2018,2018.0,4.3,27.0,True,,
150515069,Yarra Yering Underhill Shiraz 2017,2017.0,4.1,49.0,True,,
141959608,Yarra Yering Underhill Shiraz 2016,2016.0,4.1,85.0,True,,
29553830,Yarra Yering Underhill Shiraz 2015,2015.0,4.1,48.0,True,,
14291256,Yarra Yering Underhill Shiraz 2014,2014.0,4.2,32.0,True,,
6597845,Yarra Yering Underhill Shiraz 2013,2013.0,4.4,88.0,True,top_ranked,
7399081,Yarra Yering Underhill Shiraz 2012,2012.0,4.2,75.0,True,,
1909561,Yarra Yering Underhill Shiraz 2011,2011.0,4.1,126.0,True,most_user_rated,
1843058,Yarra Yering Underhill Shiraz 2010,2010.0,4.4,69.0,True,,
1840637,Yarra Yering Underhill Shiraz 2009,2009.0,4.2,10.0,True,,
2176050,Yarra Yering Underhill Shiraz 2007,2007.0,4.1,57.0,True,,
1304065,Yarra Yering Underhill Shiraz 2006,2006.0,4.3,29.0,True,,
1280746,Yarra Yering Underhill Shiraz 2005,2005.0,4.3,16.0,True,,
1246781,Yarra Yering Underhill Shiraz 2004,2004.0,4.3,60.0,True,,
2605546,Yarra Yering Underhill Shiraz 2002,2002.0,4.5,6.0,True,best_user_rated,
1536416,Yarra Yering Underhill Shiraz 2001,2001.0,4.4,27.0,True,,
172326792,Yarra Yering Dry Red No. 2 2021,2021.0,4.2,10.0,True,,
163759579,Yarra Yering Dry Red No. 2 2020,2020.0,4.2,17.0,True,,
161073363,Yarra Yering Dry Red No. 2 2019,2019.0,4.2,26.0,True,,
157659013,Yarra Yering Dry Red No. 2 2018,2018.0,4.3,43.0,True,,
150876422,Yarra Yering Dry Red No. 2 2017,2017.0,4.4,55.0,True,top_ranked,
146319839,Yarra Yering Dry Red No. 2 2016,2016.0,4.4,99.0,True,best_user_rated,102.99
47420947,Yarra Yering Dry Red No. 2 2015,2015.0,4.2,97.0,True,most_user_rated,
13490297,Yarra Yering Dry Red No. 2 2014,2014.0,4.2,38.0,True,,
22926298,Yarra Yering Dry Red No. 2 2013,2013.0,4.3,41.0,True,,
6588917,Yarra Yering Dry Red No. 2 2012,2012.0,4.3,70.0,True,,
1922349,Yarra Yering Dry Red No. 2 2011,2011.0,4.2,57.0,True,,
3683087,Yarra Yering Dry Red No. 2 2010,2010.0,4.3,62.0,True,,
2437532,Yarra Yering Dry Red No. 2 2009,2009.0,4.1,42.0,True,,
2323553,Yarra Yering Dry Red No. 2 2008,2008.0,4.2,47.0,True,,
1962626,Yarra Yering Dry Red No. 2 2007,2007.0,4.1,52.0,True,,
1345741,Yarra Yering Dry Red No. 2 2006,2006.0,4.2,63.0,True,,
2357810,Yarra Yering Dry Red No. 2 2005,2005.0,4.5,15.0,True,,
2605414,Yarra Yering Dry Red No. 2 2004,2004.0,4.2,12.0,True,,
2959402,Yarra Yering Dry Red No. 2 2001,2001.0,4.2,8.0,True,,
170963901,Yarra Yering Dry Red No. 1 2021,2021.0,4.2,19.0,True,,
